Time,Series1,Series2
971,5.04,4.934851851851852
972,5.97,5.679880952380953
973,5.64,5.500707547169812
974,4.51,4.461474514563107
975,5.24,4.461474514563107
976,5.15,4.461474514563107
977,3.95,3.5917004048582997
978,3.92,3.2501185770750993
979,3.01,3.0030693069306924
980,3.77,3.0030693069306924
981,4.71,4.934851851851852
982,5.12,4.934851851851852
983,6.37,5.679880952380953
984,6.2,5.027712418300652
985,5.53,6.029030837004407
986,5.81,4.461474514563107
987,5.33,4.461474514563107
988,3.22,3.0030693069306924
989,5.54,4.851968085106384
990,4.65,4.403138401559454
991,4.28,4.461474514563107
992,4.94,4.461474514563107
993,3.28,3.2501185770750993
994,3.36,3.2501185770750993
995,3.18,3.0030693069306924
996,2.89,3.0030693069306924
997,3.44,3.0030693069306924
998,6.13,4.934851851851852
999,5.53,4.851968085106384
1000,4.86,5.027712418300652
1001,4.91,4.461474514563107
1002,6.41,4.461474514563107
1003,5.08,3.5917004048582997
1004,6.65,4.934851851851852
1005,6.08,4.851968085106384
1006,5.22,4.403138401559454
1007,6.36,4.934851851851852
1008,4.5,3.5917004048582997
1009,6.05,5.027712418300652
1010,4.48,4.461474514563107
1011,3.99,3.2501185770750993
1012,2.99,3.0030693069306924
1013,3.13,3.0030693069306924
1014,3.9,3.151645569620253
1015,4.07,3.8624812030075173
1016,6.84,5.679880952380953
1017,4.14,3.151645569620253
1018,5.66,3.8624812030075173
1019,6.44,4.851968085106384
1020,5.57,4.461474514563107
1021,6.81,4.461474514563107
1022,3.89,3.2501185770750993
1023,3.73,3.0030693069306924
1024,3.78,3.0030693069306924
1025,3.66,3.0030693069306924
1026,6.67,4.934851851851852
1027,5.74,4.851968085106384
1028,4.76,4.461474514563107
1029,6.48,4.461474514563107
1030,5.75,4.461474514563107
1031,4.48,3.5917004048582997
1032,3.64,3.0030693069306924
1033,3.78,3.0030693069306924
1034,3.73,3.0030693069306924
1035,3.47,3.0030693069306924
1036,5.97,4.934851851851852
1037,4.49,4.172857142857143
1038,3.1,3.0030693069306924
1039,3.75,3.151645569620253
1040,8.09,6.029030837004407
1041,3.25,3.4445023696682466
1042,3.47,3.0030693069306924
1043,5.94,3.8624812030075173
1044,5.45,5.027712418300652
1045,4.75,4.172857142857143
1046,3.74,3.4445023696682466
1047,3.9,3.4445023696682466
1048,3.21,3.4445023696682466
1049,5.11,4.172857142857143
1050,3.64,3.4445023696682466
1051,3.82,3.4445023696682466
1052,4.52,6.844246575342464
1053,5.32,5.027712418300652
1054,5.9,6.029030837004407
1055,3.34,4.172857142857143
1056,2.71,3.4445023696682466
1057,3.17,3.4445023696682466
1058,2.75,3.4445023696682466
1059,4.9,6.033191489361702
1060,5.42,6.844246575342464
1061,4.76,5.027712418300652
1062,5.43,5.027712418300652
1063,4.46,5.027712418300652
1064,5.26,6.029030837004407
1065,3.43,4.172857142857143
1066,2.84,3.4445023696682466
1067,3.68,4.292386363636363
1068,6.03,6.844246575342464
1069,5.29,6.844246575342464
1070,4.2,5.767051792828685
1071,4.79,6.9609836065573765
1072,3.72,4.292386363636363
1073,5.89,6.844246575342464
1074,4.68,5.767051792828685
1075,9.13,6.029030837004407
1076,6.42,3.4445023696682466
1077,6.34,3.4445023696682466
1078,6.35,3.4445023696682466
1079,6.7,4.292386363636363
1080,8.22,6.033191489361702
1081,8.54,6.844246575342464
1082,4.39,5.027712418300652
1083,4.66,5.767051792828685
1084,4.81,5.287083333333334
1085,4.25,5.287083333333334
1086,3.08,3.4445023696682466
1087,6.25,6.844246575342464
1088,4.5,5.767051792828685
1089,4.74,5.027712418300652
1090,5.84,6.029030837004407
1091,2.93,3.4445023696682466
1092,3.45,3.4445023696682466
1093,3.83,4.292386363636363
1094,8.06,6.844246575342464
1095,8.27,8.103631578947367
1096,6.65,6.029030837004407
1097,4.97,5.287083333333334
1098,3.77,3.4445023696682466
1099,4.51,4.292386363636363
1100,6.57,6.844246575342464
1101,7.71,6.844246575342464
1102,8.25,5.767051792828685
1103,7.26,6.029030837004407
1104,4.89,5.831944444444444
1105,6.1,6.033191489361702
1106,7.07,6.029030837004407
1107,5.15,4.172857142857143
1108,2.91,3.4445023696682466
1109,5.9,6.844246575342464
1110,4.33,5.027712418300652
1111,5.38,5.027712418300652
1112,6.72,6.029030837004407
1113,8.48,6.029030837004407
1114,4.71,4.172857142857143
1115,3.76,3.4445023696682466
1116,3.22,3.4445023696682466
1117,4.11,4.292386363636363
1118,6.74,6.033191489361702
1119,6.6,6.844246575342464
1120,5.86,5.027712418300652
1121,3.07,3.4445023696682466
1122,3.33,3.4445023696682466
1123,4.31,4.292386363636363
1124,5.93,6.2025
1125,3.74,3.4445023696682466
1126,7.59,7.7457485029940125
1127,8.55,6.9609836065573765
1128,3.53,3.4445023696682466
1129,6.02,6.033191489361702
1130,7.08,6.844246575342464
1131,8.13,6.844246575342464
1132,9.7,6.9609836065573765
1133,6.98,8.103631578947367
1134,4.37,3.8676795580110506
1135,4.24,4.292386363636363
1136,8.77,7.7457485029940125
1137,4.06,3.8676795580110506
1138,3.85,3.8676795580110506
1139,4.0,3.8676795580110506
1140,8.67,8.103631578947367
1141,6.11,5.831944444444444
1142,3.53,4.62
1143,6.03,5.767051792828685
1144,5.88,5.767051792828685
1145,3.63,3.8676795580110506
1146,9.67,7.7457485029940125
1147,5.69,5.767051792828685
1148,6.06,5.767051792828685
1149,8.84,6.9609836065573765
1150,10.41,8.103631578947367
1151,5.14,5.831944444444444
1152,3.29,3.8676795580110506
1153,4.52,3.8676795580110506
1154,7.03,7.7457485029940125
1155,5.88,5.767051792828685
1156,5.32,5.767051792828685
1157,10.0,6.9609836065573765
1158,10.14,8.103631578947367
1159,4.34,4.62
1160,3.84,3.8676795580110506
1161,6.6,5.767051792828685
1162,5.84,5.767051792828685
1163,8.23,8.103631578947367
1164,3.41,3.4445023696682466
1165,3.52,4.292386363636363
1166,7.13,5.767051792828685
1167,9.22,8.103631578947367
1168,10.27,8.103631578947367
1169,6.85,6.2025
1170,6.46,5.831944444444444
1171,4.14,3.8676795580110506
1172,6.89,7.7457485029940125
1173,7.99,6.844246575342464
1174,5.31,5.767051792828685
1175,6.26,5.831944444444444
1176,3.86,3.8676795580110506
1177,9.38,6.844246575342464
1178,5.61,5.767051792828685
1179,6.58,5.767051792828685
1180,5.77,5.831944444444444
1181,4.18,4.62
1182,3.52,3.8676795580110506
1183,2.65,3.8676795580110506
1184,4.39,3.8676795580110506
1185,7.21,7.7457485029940125
1186,9.02,7.7457485029940125
1187,7.17,7.7457485029940125
1188,5.32,5.767051792828685
1189,4.09,3.8676795580110506
1190,9.53,7.7457485029940125
1191,7.15,5.767051792828685
1192,5.39,5.767051792828685
1193,5.38,5.767051792828685
1194,4.77,5.767051792828685
1195,3.29,3.4445023696682466
1196,3.11,3.4445023696682466
1197,5.63,7.7457485029940125
1198,5.86,5.767051792828685
1199,5.99,5.767051792828685
1200,5.71,6.9609836065573765
1201,6.33,8.103631578947367
1202,6.07,6.029030837004407
1203,2.79,3.4445023696682466
1204,4.09,4.292386363636363
1205,7.04,6.844246575342464
1206,9.28,8.103631578947367
1207,8.64,8.103631578947367
1208,4.18,3.4445023696682466
1209,6.88,6.033191489361702
1210,7.73,6.844246575342464
1211,9.52,6.844246575342464
1212,7.31,5.767051792828685
1213,7.97,8.103631578947367
1214,4.33,3.8676795580110506
1215,3.43,3.4445023696682466
1216,4.1,4.292386363636363
1217,5.12,6.844246575342464
1218,6.45,5.027712418300652
1219,5.78,5.027712418300652
1220,5.59,5.767051792828685
1221,5.43,6.029030837004407
1222,3.95,4.172857142857143
1223,5.7,6.844246575342464
1224,4.26,5.767051792828685
1225,4.48,5.767051792828685
1226,5.68,8.103631578947367
1227,6.28,8.103631578947367
1228,3.24,3.4445023696682466
1229,5.28,6.844246575342464
1230,5.12,5.767051792828685
1231,7.89,8.103631578947367
1232,4.22,4.62
1233,3.0,3.8676795580110506
1234,3.05,3.4445023696682466
1235,6.42,6.033191489361702
1236,6.69,7.7457485029940125
1237,5.25,5.767051792828685
1238,5.42,5.767051792828685
1239,5.18,5.767051792828685
1240,4.58,5.767051792828685
1241,4.57,5.767051792828685
1242,4.77,5.767051792828685
1243,7.09,6.9609836065573765
1244,3.6,3.8676795580110506
1245,6.77,7.7457485029940125
1246,5.96,5.767051792828685
1247,7.23,8.103631578947367
1248,6.03,6.2025
1249,4.03,3.8676795580110506
1250,3.51,3.8676795580110506
1251,8.86,6.844246575342464
1252,6.28,5.027712418300652
1253,6.66,5.027712418300652
1254,5.49,5.027712418300652
1255,4.66,5.767051792828685
1256,8.35,8.103631578947367
1257,4.68,3.8676795580110506
1258,6.15,7.7457485029940125
1259,7.09,5.767051792828685
1260,9.64,8.103631578947367
1261,5.89,5.831944444444444
1262,4.9,3.8676795580110506
1263,6.92,6.033191489361702
1264,8.36,7.7457485029940125
1265,5.14,3.4445023696682466
1266,8.44,7.7457485029940125
1267,5.55,5.767051792828685
1268,8.48,8.103631578947367
1269,5.76,6.2025
1270,3.74,3.8676795580110506
1271,3.87,3.8676795580110506
1272,7.44,7.7457485029940125
1273,5.24,5.767051792828685
1274,6.3,8.103631578947367
1275,6.45,6.844246575342464
1276,5.66,6.844246575342464
1277,5.26,5.027712418300652
1278,5.9,6.9609836065573765
1279,6.64,6.029030837004407
1280,4.61,5.287083333333334
1281,3.79,3.4445023696682466
1282,3.95,3.4445023696682466
1283,5.27,5.027712418300652
1284,5.49,5.027712418300652
1285,5.12,5.027712418300652
1286,5.22,5.027712418300652
1287,3.99,3.4445023696682466
1288,4.02,3.4445023696682466
1289,6.59,6.033191489361702
1290,8.21,6.844246575342464
1291,7.61,6.844246575342464
1292,5.45,5.767051792828685
1293,5.63,5.767051792828685
1294,6.19,5.027712418300652
1295,7.19,5.027712418300652
1296,6.12,8.103631578947367
1297,5.95,6.844246575342464
1298,5.32,5.767051792828685
1299,6.09,8.103631578947367
1300,3.86,3.4445023696682466
1301,7.03,7.7457485029940125
1302,6.68,5.027712418300652
1303,6.98,5.767051792828685
1304,5.16,5.027712418300652
1305,5.67,6.029030837004407
1306,4.7,5.287083333333334
1307,4.9,5.831944444444444
1308,7.53,6.844246575342464
1309,6.06,5.767051792828685
1310,6.29,5.767051792828685
1311,5.33,3.8676795580110506
1312,4.73,3.4445023696682466
1313,5.04,3.8676795580110506
1314,8.11,7.7457485029940125
1315,7.05,7.7457485029940125
1316,6.1,5.767051792828685
1317,5.73,5.767051792828685
1318,5.79,5.831944444444444
1319,4.36,3.4445023696682466
1320,4.15,3.4445023696682466
1321,7.28,6.033191489361702
1322,8.85,6.844246575342464
1323,6.38,5.767051792828685
1324,5.65,5.767051792828685
1325,9.28,8.103631578947367
1326,5.35,5.831944444444444
1327,4.4,3.8676795580110506
1328,8.19,6.844246575342464
1329,5.39,5.767051792828685
1330,5.97,5.767051792828685
1331,8.65,6.9609836065573765
1332,4.31,3.8676795580110506
1333,6.88,6.033191489361702
1334,5.47,5.767051792828685
1335,8.6,6.9609836065573765
1336,9.69,8.103631578947367
1337,6.23,5.831944444444444
1338,5.21,3.8676795580110506
1339,5.49,4.292386363636363
1340,8.3,7.7457485029940125
1341,5.63,5.767051792828685
1342,6.86,8.103631578947367
1343,6.0,5.831944444444444
1344,4.63,3.8676795580110506
1345,7.81,7.7457485029940125
1346,6.98,5.767051792828685
1347,6.36,5.767051792828685
1348,9.47,6.9609836065573765
1349,4.49,3.8676795580110506
1350,6.79,7.7457485029940125
1351,5.44,5.767051792828685
1352,5.36,5.767051792828685
1353,5.35,8.103631578947367
1354,3.68,3.4445023696682466
1355,4.79,5.027712418300652
1356,4.86,5.767051792828685
1357,5.66,6.9609836065573765
1358,4.65,5.831944444444444
1359,5.76,6.033191489361702
1360,5.57,5.767051792828685
1361,5.57,5.767051792828685
1362,4.99,5.767051792828685
1363,5.23,5.767051792828685
1364,7.42,6.9609836065573765
1365,6.66,8.103631578947367
1366,5.08,5.831944444444444
1367,4.9,5.831944444444444
1368,4.04,4.62
1369,3.81,3.8676795580110506
1370,5.11,3.8676795580110506
1371,8.29,7.7457485029940125
1372,6.16,6.2025
1373,4.49,3.8676795580110506
1374,6.43,5.767051792828685
1375,4.11,3.8676795580110506
1376,4.08,3.8676795580110506
1377,7.95,7.7457485029940125
1378,9.0,7.7457485029940125
1379,7.09,8.103631578947367
1380,5.64,5.831944444444444
1381,6.24,5.831944444444444
1382,5.36,4.62
1383,6.87,7.7457485029940125
1384,8.25,7.7457485029940125
1385,6.78,5.767051792828685
1386,6.36,5.767051792828685
1387,8.12,8.103631578947367
1388,5.15,3.4445023696682466
1389,7.84,6.844246575342464
1390,6.93,5.767051792828685
1391,5.81,5.767051792828685
1392,5.82,5.767051792828685
1393,6.24,5.767051792828685
1394,10.33,8.103631578947367
1395,4.64,3.4445023696682466
1396,9.34,6.844246575342464
1397,6.97,5.767051792828685
1398,6.11,5.767051792828685
1399,5.76,6.9609836065573765
1400,5.0,5.287083333333334
1401,4.26,3.4445023696682466
1402,4.07,3.4445023696682466
1403,5.06,5.767051792828685
1404,5.14,5.767051792828685
1405,5.61,8.103631578947367
1406,4.85,5.831944444444444
1407,3.73,3.4445023696682466
1408,6.29,6.844246575342464
1409,5.2,6.844246575342464
1410,4.3,5.027712418300652
1411,4.48,5.027712418300652
1412,5.73,8.103631578947367
1413,3.79,3.4445023696682466
1414,6.2,6.844246575342464
1415,5.01,5.767051792828685
1416,6.56,6.9609836065573765
1417,6.26,8.103631578947367
1418,5.92,8.103631578947367
1419,5.27,5.287083333333334
1420,4.23,3.4445023696682466
1421,4.03,3.4445023696682466
1422,3.96,3.4445023696682466
1423,3.91,3.4445023696682466
1424,4.03,4.292386363636363
1425,5.6,5.767051792828685
1426,5.0,5.767051792828685
1427,7.24,8.103631578947367
1428,5.19,5.831944444444444
1429,3.87,3.8676795580110506
1430,4.78,3.8676795580110506
1431,6.26,7.7457485029940125
1432,7.96,5.767051792828685
1433,6.13,5.767051792828685
1434,5.03,5.831944444444444
1435,3.56,3.8676795580110506
1436,4.17,3.8676795580110506
1437,5.4,3.8676795580110506
1438,6.36,7.7457485029940125
1439,7.68,7.7457485029940125
1440,6.88,7.7457485029940125
1441,6.11,5.767051792828685
1442,5.35,6.2025
1443,4.07,3.8676795580110506
1444,3.98,3.4445023696682466
1445,5.51,4.292386363636363
1446,8.12,6.844246575342464
1447,8.33,7.7457485029940125
1448,7.47,8.103631578947367
1449,5.44,6.2025
1450,5.2,6.2025
1451,7.47,5.767051792828685
1452,5.63,5.831944444444444
1453,5.96,5.831944444444444
1454,4.36,3.8676795580110506
1455,3.92,3.8676795580110506
1456,9.04,7.7457485029940125
1457,4.97,3.8676795580110506
1458,10.18,7.7457485029940125
1459,6.15,5.767051792828685
1460,5.84,5.767051792828685
1461,8.39,6.9609836065573765
1462,9.46,8.103631578947367
1463,6.29,6.2025
1464,4.06,3.8676795580110506
1465,6.78,7.7457485029940125
1466,8.04,5.767051792828685
1467,7.47,5.767051792828685
1468,5.97,5.767051792828685
1469,7.92,6.9609836065573765
1470,4.19,3.8676795580110506
1471,8.43,5.767051792828685
1472,6.39,5.767051792828685
1473,5.78,5.767051792828685
1474,5.91,5.767051792828685
1475,8.37,6.9609836065573765
1476,4.37,3.8676795580110506
1477,4.33,3.8676795580110506
1478,5.3,3.8676795580110506
1479,6.93,7.7457485029940125
1480,6.79,8.103631578947367
1481,4.06,3.8676795580110506
1482,3.81,3.4445023696682466
1483,4.84,4.292386363636363
1484,6.62,6.844246575342464
1485,5.51,5.767051792828685
1486,7.49,6.9609836065573765
1487,9.94,8.103631578947367
1488,6.33,4.172857142857143
1489,6.5,6.033191489361702
1490,7.45,5.027712418300652
1491,5.0,5.767051792828685
1492,5.4,5.767051792828685
1493,6.62,5.767051792828685
1494,8.39,6.844246575342464
1495,6.94,5.027712418300652
1496,6.16,5.767051792828685
1497,6.05,5.767051792828685
1498,6.72,5.767051792828685
1499,8.11,6.9609836065573765
1500,9.25,8.103631578947367
1501,4.6,3.4445023696682466
1502,6.57,6.033191489361702
1503,9.72,7.7457485029940125
1504,7.17,5.767051792828685
1505,6.74,5.767051792828685
1506,6.43,5.767051792828685
1507,9.2,8.103631578947367
1508,7.75,8.103631578947367
1509,6.37,8.103631578947367
1510,4.45,3.4445023696682466
1511,4.15,3.4445023696682466
1512,5.5,4.292386363636363
1513,4.76,3.8676795580110506
1514,4.74,3.8676795580110506
1515,6.85,6.844246575342464
1516,5.0,5.027712418300652
1517,4.89,5.027712418300652
1518,4.95,6.029030837004407
1519,5.27,6.029030837004407
1520,4.07,4.172857142857143
1521,5.32,6.033191489361702
1522,6.8,6.844246575342464
1523,4.76,5.767051792828685
1524,4.6,5.767051792828685
1525,4.78,5.767051792828685
1526,5.53,5.767051792828685
1527,6.77,8.103631578947367
1528,3.37,3.4445023696682466
1529,4.89,4.292386363636363
1530,7.17,6.844246575342464
1531,6.69,6.844246575342464
1532,5.39,5.027712418300652
1533,4.93,5.027712418300652
1534,5.02,5.027712418300652
1535,4.92,5.767051792828685
1536,7.26,6.029030837004407
1537,5.78,6.033191489361702
1538,7.68,6.844246575342464
1539,6.0,5.027712418300652
1540,5.44,5.027712418300652
1541,5.47,5.027712418300652
1542,6.04,6.029030837004407
1543,6.4,6.029030837004407
1544,4.31,5.287083333333334
1545,4.79,4.172857142857143
1546,3.38,3.0030693069306924
1547,4.49,3.8624812030075173
1548,5.22,4.934851851851852
1549,4.48,4.172857142857143
1550,3.47,3.4445023696682466
1551,3.89,3.151645569620253
1552,5.11,5.027712418300652
1553,5.23,5.027712418300652
1554,6.12,5.027712418300652
1555,3.73,3.0030693069306924
1556,4.92,3.8624812030075173
1557,5.15,4.934851851851852
1558,8.28,6.844246575342464
1559,5.12,5.027712418300652
1560,5.17,5.027712418300652
1561,6.23,6.029030837004407
1562,4.48,4.172857142857143
1563,6.97,6.844246575342464
1564,3.41,3.4445023696682466
1565,3.3,3.4445023696682466
1566,3.27,3.4445023696682466
1567,4.62,3.151645569620253
1568,7.28,6.844246575342464
1569,5.66,5.027712418300652
1570,6.1,6.029030837004407
1571,4.93,6.029030837004407
1572,3.47,3.4445023696682466
1573,3.73,3.4445023696682466
1574,6.72,6.844246575342464
1575,4.66,4.172857142857143
1576,4.0,3.4445023696682466
1577,8.66,6.844246575342464
1578,4.62,5.027712418300652
1579,7.61,8.103631578947367
1580,5.59,6.029030837004407
1581,3.64,3.4445023696682466
1582,5.83,6.033191489361702
1583,6.1,5.027712418300652
1584,5.16,4.172857142857143
1585,3.64,3.4445023696682466
1586,5.46,6.033191489361702
1587,8.19,6.844246575342464
1588,7.54,6.844246575342464
1589,6.84,5.027712418300652
1590,5.57,5.027712418300652
1591,5.38,5.027712418300652
1592,5.69,5.027712418300652
1593,6.98,5.027712418300652
1594,5.44,6.029030837004407
1595,4.99,5.287083333333334
1596,3.69,3.4445023696682466
1597,3.78,3.4445023696682466
1598,3.79,3.4445023696682466
1599,7.39,5.027712418300652
1600,7.34,5.767051792828685
1601,7.47,6.9609836065573765
1602,5.87,6.029030837004407
1603,4.56,5.287083333333334
1604,3.41,3.4445023696682466
1605,3.94,3.4445023696682466
1606,5.24,5.767051792828685
1607,6.72,5.767051792828685
1608,7.5,6.9609836065573765
1609,4.1,3.4445023696682466
1610,5.76,5.767051792828685
1611,5.54,5.767051792828685
1612,7.09,6.9609836065573765
1613,4.88,5.287083333333334
1614,7.35,6.844246575342464
1615,8.16,6.844246575342464
1616,5.27,5.767051792828685
1617,4.96,5.767051792828685
1618,5.71,5.767051792828685
1619,6.56,8.103631578947367
1620,4.55,4.172857142857143
1621,3.52,3.4445023696682466
1622,3.7,3.4445023696682466
1623,5.94,6.033191489361702
1624,5.91,5.027712418300652
1625,5.33,5.027712418300652
1626,7.04,6.029030837004407
1627,5.03,4.172857142857143
1628,3.68,3.4445023696682466
1629,3.56,3.4445023696682466
1630,6.46,6.033191489361702
1631,7.55,6.844246575342464
1632,5.49,6.029030837004407
1633,3.3,3.4445023696682466
1634,4.59,4.292386363636363
1635,6.3,4.934851851851852
1636,7.04,6.029030837004407
1637,6.15,6.029030837004407
1638,5.67,6.029030837004407
1639,3.53,3.4445023696682466
1640,3.98,4.292386363636363
1641,6.33,6.844246575342464
1642,8.12,6.844246575342464
1643,7.71,5.767051792828685
1644,6.8,5.767051792828685
1645,8.17,6.029030837004407
1646,6.48,6.029030837004407
1647,5.68,6.029030837004407
1648,4.08,3.4445023696682466
1649,3.91,3.4445023696682466
1650,4.14,3.4445023696682466
1651,7.74,6.844246575342464
1652,8.95,6.844246575342464
1653,7.0,8.103631578947367
1654,3.77,3.4445023696682466
1655,4.66,4.292386363636363
1656,7.66,6.844246575342464
1657,3.71,3.4445023696682466
1658,8.18,6.844246575342464
1659,5.2,5.027712418300652
1660,5.08,5.027712418300652
1661,6.26,6.029030837004407
1662,5.56,6.029030837004407
1663,4.34,5.287083333333334
1664,3.56,3.4445023696682466
1665,3.96,4.292386363636363
1666,5.29,6.033191489361702
1667,6.9,6.844246575342464
1668,4.7,5.027712418300652
1669,4.12,5.027712418300652
1670,4.84,6.029030837004407
1671,3.91,4.172857142857143
1672,3.18,3.4445023696682466
1673,5.23,6.844246575342464
1674,4.9,6.844246575342464
1675,4.41,5.027712418300652
1676,3.87,5.027712418300652
1677,4.26,6.029030837004407
1678,3.34,3.4445023696682466
1679,3.0,3.4445023696682466
1680,3.27,4.292386363636363
1681,6.39,6.844246575342464
1682,5.72,5.027712418300652
1683,5.09,5.027712418300652
1684,3.75,4.172857142857143
1685,3.08,3.4445023696682466
1686,5.8,5.027712418300652
1687,5.46,5.027712418300652
1688,4.6,5.027712418300652
1689,4.87,6.029030837004407
1690,3.89,4.172857142857143
1691,3.48,3.0030693069306924
1692,4.34,3.8624812030075173
1693,5.68,4.403138401559454
1694,4.71,5.027712418300652
1695,4.21,5.027712418300652
1696,4.79,5.027712418300652
1697,4.88,5.027712418300652
1698,4.51,6.029030837004407
1699,5.31,4.461474514563107
1700,2.99,3.0030693069306924
1701,2.62,3.0030693069306924
1702,4.52,6.029030837004407
1703,3.06,3.0030693069306924
1704,5.88,4.934851851851852
1705,4.01,4.403138401559454
1706,5.37,6.029030837004407
1707,4.77,6.029030837004407
1708,3.37,3.2501185770750993
1709,2.96,3.151645569620253
1710,4.99,4.851968085106384
1711,4.34,5.027712418300652
1712,4.06,5.027712418300652
1713,4.32,5.027712418300652
1714,5.26,6.029030837004407
1715,4.56,4.461474514563107
1716,3.59,3.2501185770750993
1717,5.15,4.934851851851852
1718,4.26,5.027712418300652
1719,4.23,5.027712418300652
1720,4.5,5.027712418300652
1721,5.15,6.029030837004407
1722,4.13,6.029030837004407
1723,3.83,3.5917004048582997
1724,3.38,6.033191489361702
1725,4.59,6.844246575342464
1726,3.28,6.033191489361702
1727,4.17,6.844246575342464
1728,6.21,5.027712418300652
1729,5.78,5.027712418300652
1730,4.22,6.029030837004407
1731,3.51,4.172857142857143
1732,2.6,3.4445023696682466
1733,2.8,4.292386363636363
1734,4.17,5.027712418300652
1735,3.16,4.172857142857143
1736,2.77,3.4445023696682466
1737,2.85,3.151645569620253
1738,4.66,6.844246575342464
1739,4.06,5.027712418300652
1740,5.18,6.029030837004407
1741,4.15,6.029030837004407
1742,3.29,4.172857142857143
1743,2.21,3.4445023696682466
1744,2.51,4.292386363636363
1745,4.05,6.033191489361702
1746,5.29,6.844246575342464
1747,4.33,5.027712418300652
1748,4.43,4.461474514563107
1749,4.2,4.461474514563107
1750,2.15,2.306238938053098
1751,3.9,5.027712418300652
1752,4.08,4.041679245283017
1753,3.68,3.2501185770750993
1754,2.34,2.306238938053098
1755,2.47,3.151645569620253
1756,4.77,4.934851851851852
1757,4.99,5.027712418300652
1758,4.82,5.027712418300652
1759,2.71,2.6410909090909094
1760,2.62,2.306238938053098
1761,2.57,3.151645569620253
1762,3.74,4.934851851851852
1763,4.57,5.500707547169812
1764,4.05,5.027712418300652
1765,3.85,5.027712418300652
1766,4.18,6.029030837004407
1767,2.45,2.306238938053098
1768,2.15,3.4445023696682466
1769,2.7,4.292386363636363
1770,4.04,5.027712418300652
1771,4.04,5.027712418300652
1772,4.52,6.029030837004407
1773,4.69,6.029030837004407
1774,2.68,3.4445023696682466
1775,2.4,3.4445023696682466
1776,3.52,6.033191489361702
1777,4.51,6.844246575342464
1778,4.1,5.027712418300652
1779,3.79,5.027712418300652
1780,4.12,5.027712418300652
1781,4.22,6.029030837004407
1782,3.03,3.4445023696682466
1783,3.07,4.292386363636363
1784,3.85,4.041679245283017
1785,3.9,4.041679245283017
1786,4.64,4.041679245283017
1787,2.38,2.306238938053098
1788,2.26,2.306238938053098
1789,2.35,2.306238938053098
1790,5.16,4.934851851851852
1791,4.72,4.934851851851852
1792,4.17,4.403138401559454
1793,4.17,4.403138401559454
1794,3.66,4.041679245283017
1795,2.92,2.6410909090909094
1796,3.8,3.8624812030075173
1797,4.44,4.934851851851852
1798,4.14,4.851968085106384
1799,4.2,4.403138401559454
1800,4.09,4.403138401559454
1801,3.9,4.041679245283017
1802,3.91,4.041679245283017
1803,4.44,4.041679245283017
1804,2.69,2.6410909090909094
1805,2.34,2.306238938053098
1806,3.99,4.934851851851852
1807,5.67,4.934851851851852
1808,5.22,5.500707547169812
1809,4.05,4.041679245283017
1810,2.76,2.6410909090909094
1811,2.42,2.306238938053098
1812,2.22,2.306238938053098
1813,2.32,2.306238938053098
1814,2.83,3.8624812030075173
1815,2.29,2.306238938053098
1816,2.21,2.306238938053098
1817,4.09,3.8624812030075173
1818,4.61,4.934851851851852
1819,4.48,4.851968085106384
1820,4.5,4.041679245283017
1821,4.08,3.8624812030075173
1822,4.56,4.403138401559454
1823,4.03,4.403138401559454
1824,4.08,4.041679245283017
1825,3.39,4.041679245283017
1826,4.71,4.041679245283017
1827,3.93,4.041679245283017
1828,2.48,2.306238938053098
1829,3.81,3.8624812030075173
1830,4.14,4.851968085106384
1831,4.11,4.403138401559454
1832,4.52,4.041679245283017
1833,4.66,4.041679245283017
1834,3.03,3.2501185770750993
1835,2.36,2.306238938053098
1836,2.95,2.7484883720930227
1837,4.71,4.851968085106384
1838,4.02,4.403138401559454
1839,4.17,4.403138401559454
1840,3.97,4.041679245283017
1841,3.95,4.041679245283017
1842,3.87,4.041679245283017
1843,4.27,4.041679245283017
1844,3.38,3.2501185770750993
1845,2.43,2.306238938053098
1846,2.41,2.306238938053098
1847,4.07,4.041679245283017
1848,2.76,2.6410909090909094
1849,2.48,2.306238938053098
1850,5.06,4.934851851851852
1851,5.44,5.500707547169812
1852,4.99,5.500707547169812
1853,4.72,4.041679245283017
1854,3.1,3.2501185770750993
1855,2.51,2.306238938053098
1856,2.41,2.306238938053098
1857,2.62,3.151645569620253
1858,3.98,4.934851851851852
1859,5.17,4.934851851851852
1860,4.62,4.041679245283017
1861,4.28,4.041679245283017
1862,3.39,3.5917004048582997
1863,2.39,2.306238938053098
1864,4.81,4.934851851851852
1865,3.8,4.041679245283017
1866,4.07,4.041679245283017
1867,4.38,4.041679245283017
1868,3.42,3.5917004048582997
1869,4.68,4.934851851851852
1870,4.05,4.041679245283017
1871,4.19,4.041679245283017
1872,4.53,4.041679245283017
1873,3.99,4.041679245283017
1874,3.26,3.5917004048582997
1875,3.8,3.8624812030075173
1876,5.15,4.934851851851852
1877,4.59,4.851968085106384
1878,3.89,4.041679245283017
1879,3.72,4.041679245283017
1880,4.22,4.041679245283017
1881,4.29,4.041679245283017
1882,3.18,3.5917004048582997
1883,3.11,3.2501185770750993
1884,2.33,2.306238938053098
1885,2.17,2.306238938053098
1886,2.59,3.151645569620253
1887,5.41,4.934851851851852
1888,4.02,4.403138401559454
1889,3.7,4.403138401559454
